"CLV_EDO","NOM_EDO","CLV_ACUI","NOM_ACUI","AREA_KM2","RECARGA_TO","VEAS","DMA_POSITI","DMA_NEGATI","ESTRES_HID","geometry"
11,"GUANAJUATO","1104","LAGUNA SECA",1320.94,128.5,156.51771,0,-28.01771,1.2180366536965,"POLYGON ((-100.53050717096636 20.94567225049294, -100.65911297518743 20.994696000753553, -100.70412557847018 20.996665518074714, -100.69668432228872 21.14606749024795, -100.75785210493541 21.341373541612302, -100.67347315378966 21.439122700993707, -100.6433199912994 21.527757710931006, -100.64227519295001 21.527894705716843, -100.64082543007032 21.52792664572643, -100.64028387929399 21.527938576687912, -100.63695740234013 21.531880885857404, -100.63591978612557 21.533538295867025, -100.63515683429138 21.534911523135598, -100.63451595418096 21.536143612751495, -100.63427181083374 21.53722884382911, -100.6342336655461 21.53810046055648, -100.63441677558043 21.53873366976867, -100.63482877347126 21.539435540286792, -100.63569091526686 21.54027473163366, -100.63612580189904 21.54081257804203, -100.63666750191175 21.54153733495329, -100.63494322545463 21.54287432596496, -100.62683897877102 21.53896259252779, -100.6316420779914 21.525331943394495, -100.60551236496318 21.488332030696448, -100.599141182565 21.435355299441174, -100.48207160178681 21.357081744121366, -100.36910015915828 21.25012687548783, -100.38984323773559 21.21775525968276, -100.44415530766645 21.181991823522768, -100.46273424032744 21.17316112597549, -100.52358397039825 21.0948495716841, -100.51769562887725 21.053621038458502, -100.48203721268412 20.97704313891446, -100.53050717096636 20.94567225049294))"
11,"GUANAJUATO","1115","VALLE DE CELAYA",2793.71,317.1,470.25221,0,-156.45221,1.48297764112267,"POLYGON ((-100.7195585184736 20.83179703787433, -100.5770560935594 20.810460902958702, -100.57740705162698 20.80973042271621, -100.57746045660026 20.809070512161092, -100.57726208758082 20.80845828276181, -100.57675853588051 20.8081035345322, -100.57618631859825 20.807748785540518, -100.57535469614807 20.807323468873683, -100.57483588527383 20.80694392576425, -100.57376011586963 20.806047517975646, -100.57310397149826 20.80503285870615, -100.57295900856876 20.804254697906373, -100.57263856601985 20.803781698668544, -100.5724096798848 20.80406397369538, -100.57235627406239 20.804348154842778, -100.57215790610768 20.804605634898387, -100.57170776357924 20.805051933394264, -100.57115080584643 20.805286527524586, -100.57050229467849 20.80568705313419, -100.56894586822914 20.80688481264898, -100.56756492108036 20.807636275115446, -100.56671041162953 20.80815314261306, -100.56608478873592 20.808574648348884, -100.56573383017994 20.808690991424424, -100.56545916568261 20.80852696804539, -100.5651310938694 20.808383924044236, -100.56462754344291 20.808195107110578, -100.56420028786286 20.80807495084794, -100.56360518204322 20.807981496301483, -100.56325422226924 20.807956702091147, -100.56217082566624 20.807907116229984, -100.56187327314795 20.80783464126039, -100.56179697707938 20.807622935933598, -100.56173594002139 20.807363549024572, -100.56165201325128 20.806844775130592, -100.56155282858083 20.80646713855292, -100.56135445919686 20.806091409543207, -100.56119423863032 20.80596934537791, -100.56067542760562 20.805523047915162, -100.55995061924932 20.80521598167811, -100.55932499492233 20.805002370077535, -100.55862307542631 20.804577053150815, -100.55834841039149 20.804174622013303, -100.55827211378976 20.80372641719797, -100.5585086258479 20.802030865533315, -100.55850862318992 20.800852181031324, -100.5585620277921 20.799627722242885, -100.55874513269481 20.797625102113166, -100.55866883365124 20.796093575908067, -100.55895112237303 20.79409095558863, -100.55925630181693 20.79279592811563, -100.55968355468335 20.791712604977068, -100.56021762048168 20.790631189896285, -100.56056857823444 20.789759572387297, -100.5608203514287 20.788958524167874, -100.56132389797739 20.787028379884806, -100.56175877485633 20.78368305088025, -100.56198765961283 20.782788546980854, -100.56239202281981 20.781468725316508, -100.56274297940848 20.78008024114097, -100.56297186368397 20.7789721253025, -100.5632312655083 20.777558847302874, -100.56352881494477 20.776263819869744, -100.5634601477692 20.775556227132455, -100.56336096183192 20.775014566646718, -100.56316259239185 20.774213519337682, -100.56294133223426 20.773105403504015, -100.56276585017166 20.771926719390116, -100.56276584624662 20.770183487607387, -100.56249880751606 20.76853371119033, -100.56135436919212 20.76614964227635, -100.56013363570834 20.76395629971827, -100.55863060835325 20.761879300995282, -100.55503707867946 20.757605145823007, -100.55291605638077 20.7550322609494, -100.55019229835808 20.752009264968432, -100.54856719950969 20.750575011487506, -100.54811705371783 20.749569887813717, -100.54900968206314 20.73638502240866, -100.55108492065258 20.736133260754094, -100.55335089717616 20.73561829697018, -100.5543427392746 20.735362722728524, -100.55538798635445 20.734847761370784, -100.5562577552513 20.734477751476692, -100.55679945315333 20.734327077175916, -100.55769974070573 20.73414397867366, -100.56202569780451 20.73387123237459, -100.56372708777602 20.73372055576769, -100.56529114601017 20.733314307164044, -100.56689335200923 20.733094969037158, -100.56843452116301 20.73270970064771, -100.57050212931784 20.732271027553782, -100.5727681066267 20.731708382220596, -100.57357091451632 20.73148323904177, -100.57520956216824 20.731023672063714, -100.57695673017544 20.73077763316792, -100.57877256344189 20.730388548592735, -100.58024506643805 20.73014823145332, -100.58166416265323 20.729766777146843, -100.58280859592264 20.729509295231058, -100.58342658903476 20.729190783025324, -100.58376991819486 20.728948560763463, -100.58443368754986 20.72813606756187, -100.58488382978794 20.727161459143357, -100.58610455488187 20.72562992958126, -100.58702009747051 20.724033553653097, -100.58758468322236 20.723316424647475, -100.58863756008824 20.722305576807127, -100.58969043664203 20.721556022443714, -100.5903160598132 20.72126039686482, -100.59097982990485 20.72077595239123, -100.59139182405774 20.72027243562032, -100.59195641023356 20.719744124537232, -100.59290247465809 20.719349320487257, -100.59347469073228 20.719171944748457, -100.59423764485054 20.718780955802814, -100.59506163649418 20.718458627551954, -100.59599244026596 20.71778154988976, -100.59655702627822 20.71718076325252, -100.59579406903919 20.716583793098867, -100.59518370450505 20.716265282443924, -100.59473356036247 20.715992545647232, -100.59432156350503 20.71569310739611, -100.59396297332512 20.715489031233133, -100.5937340869881 20.715281140971808, -100.59350519985891 20.715120932257292, -100.5933983848713 20.71460406583318, -100.59341364351329 20.714392360346444, -100.59330682852574 20.713875493922796, -100.59314660639451 20.7134558980689, -100.59263542562186 20.713112592309365, -100.59212424458342 20.712651037716842, -100.59146047221573 20.712122729082957, -100.59062121901937 20.711361735174382, -100.58991929798235 20.71024408442726, -100.58936996690417 20.708983388738183, -100.58893507918047 20.707509080897793, -100.58808819417659 20.705546515995263, -100.58763804802156 20.704377368468016, -100.58695901410016 20.70316435459056, -100.58643257241611 20.702021909495176, -100.58575353929206 20.700763121444222, -100.58508976613412 20.699881970094143, -100.58461673127795 20.698901641433356, -100.58393769820627 20.697665740923917, -100.58325866540032 20.696548089246903, -100.58283903811707 20.69566121620517, -100.58229733816042 20.69489450050656, -100.58148860119232 20.693237095826888, -100.58122156566652 20.692607702112195, -100.58112237841725 20.6914786068688, -100.58101556380467 20.69112767173249, -100.58093163821162 20.69072905500518, -100.5808629705719 20.690212188518352, -100.5809316357814 20.68964573374292, -100.58141992673691 20.689281446736242, -100.5817937744489 20.689180361692614, -100.58215999246971 20.688819888768787, -100.58271694520239 20.6867600515539, -100.58312893952008 20.68592848699441, -100.58328152857707 20.68498248706244, -100.58376981589089 20.683395648906995, -100.5840749955921 20.682211241848204, -100.58411314045324 20.680702602253785, -100.58408261947174 20.679478143799223, -100.58386135918298 20.67830518200942, -100.58344936164498 20.6777005817013, -100.58275507062396 20.676983455234684, -100.58203026105524 20.676127098034808, -100.58094686315393 20.67548817000315, -100.58038990535265 20.675287908980348, -100.57972613314487 20.674828261177577, -100.57846725500276 20.674217942241548, -100.57778059367298 20.6737602018541, -100.57699474884733 20.673445506297675, -100.57628519987169 20.673247152947408, -100.57555276113716 20.672766526013138, -100.57456091820428 20.67224393925882, -100.57150146528792 20.671738522933623, -100.57034940233375 20.671736617849252, -100.56886926854705 20.67162409226775, -100.56774772377706 20.67159930048455, -100.56659566177737 20.67162218940714, -100.56506212073462 20.671557346374776, -100.56246044201878 20.671349459926557, -100.56203318657705 20.671286521170646, -100.55684505059561 20.65402776927506, -100.55129831913892 20.63375936808669, -100.5455608978771 20.635706688711863, -100.54257774355155 20.636542072147623, -100.5402583603265 20.63694069360421, -100.53912155770014 20.637480449083007, -100.53766431434727 20.63835588246689, -100.53455908524147 20.638369240191356, -100.53130889481159 20.63831393559202, -100.53028653511988 20.638451260132133, -100.52976009607957 20.6384855920271, -100.52924891441592 20.6381422871859, -100.52860803312568 20.638483686933373, -100.52784507836718 20.63899292555806, -100.52610553601558 20.637282120049196, -100.52596820270078 20.63671948045111, -100.5254951682828 20.635927969750448, -100.52415236235574 20.633929167735158, -100.52377088332115 20.633440910640772, -100.52303844360137 20.632111554594633, -100.52279429599909 20.631341023612183, -100.52300792211557 20.630652504123905, -100.52324443687976 20.63015280249271, -100.52415235191224 20.62924113197953, -100.52486952942351 20.628779574994077, -100.52387005780211 20.628846330407274, -100.5222068159208 20.629325054687406, -100.521535415185 20.62952722550151, -100.52042150231077 20.630349255445104, -100.51904055438139 20.63115221311948, -100.51854463409907 20.631421137028006, -100.51815552763752 20.63168815335622, -100.5176519772913 20.631932283273358, -100.51662198601873 20.63136392333067, -100.5160345094577 20.630927162925378, -100.51560725380891 20.630770768452148, -100.5140737124533 20.63056478814867, -100.51324209033321 20.63027488669308, -100.5119450645868 20.629544409852283, -100.51131944110546 20.629298374793873, -100.51058700253458 20.62888831605089, -100.50947308682692 20.62843820599618, -100.5086719830446 20.628194078653397, -100.50790902639929 20.627856496419014, -100.5072299951866 20.627444530201235, -100.50584141531898 20.626977255260783, -100.5051089769053 20.626637764697353, -100.504422316049 20.62638982328881, -100.50372039682566 20.62607512667171, -100.50275907180917 20.625810020377298, -100.50214107324264 20.623677709167676, -100.50202662869239 20.622951044737643, -100.50200373912489 20.622752690034147, -100.50198847898072 20.622291134496898, -100.5019045535018 20.621940199338166, -100.50159174115718 20.621545397827482, -100.5012102624385 20.621198277994527, -100.50082878393603 20.620948427716485, -100.50069908126046 20.620668061726594, -100.50030997216865 20.620156918015184, -100.49992849434936 20.619809798182608, -100.49956990338748 20.61925097196997, -100.49918842462233 20.61888287287061, -100.49889850150626 20.618533845488418, -100.4984712452308 20.618095177401443, -100.49818895058753 20.617864399725338, -100.49778458385397 20.617612643022703, -100.49719710766354 20.61734181388407, -100.49664777897073 20.617139645479366, -100.49614422874278 20.617032840068713, -100.49561015879914 20.61666474037114, -100.49507608880896 20.61627566140664, -100.49469460977723 20.615787404318596, -100.49438179711983 20.61525146645276, -100.49393165130856 20.614223456279927, -100.49307713545909 20.611860367329413, -100.4924896558683 20.610058011242767, -100.49209291641522 20.608982319428552, -100.49197847165577 20.608160292825367, -100.49193269262962 20.6074069259969, -100.49178009879202 20.60620917014584, -100.49171906059739 20.60543291671266, -100.49175720774097 20.60493703022496, -100.491864020097 20.604275212341843, -100.49190979661235 20.603897574659555, -100.49181824034314 20.60319379773486, -100.49168090718605 20.60269981896327, -100.49126890966214 20.602095219592492, -100.49110868823152 20.60158026070053, -100.49076535607685 20.600880298112784, -100.49058224499933 20.600130746299516, -100.49029232062176 20.59961769503328, -100.49020076540484 20.598982578919525, -100.48990320929666 20.59769327502142, -100.48949884031818 20.59642876444151, -100.48912499035839 20.595517096486955, -100.48891136104602 20.59476754563719, -100.48859854723385 20.59411526453516, -100.48835440063613 20.593388600382536, -100.48767536602516 20.591847538850477, -100.48718707099667 20.58997270706019, -100.4870421072066 20.589196453805464, -100.48693529255299 20.588822632067746, -100.48684373633654 20.588141741790185, -100.48476849793636 20.58806354821469, -100.47926758858783 20.588237119760926, -100.47884796164443 20.587491383160607, -100.47858092566408 20.586648376709718, -100.4785122572024 20.5857538735903, -100.47833677529988 20.584626685087855, -100.47790951694174 20.583245833121044, -100.47740596315107 20.581935548582837, -100.47697870584932 20.58062526479581, -100.47654381461219 20.577947478015385, -100.47642936954568 20.576984314187957, -100.47625388705809 20.575998262946577, -100.47662773551443 20.575826608848402, -100.47558247705099 20.571605853076022, -100.47924466212163 20.570970729611872, -100.48257114718984 20.570602623248522, -100.48378424598043 20.570320346367236, -100.48440222095113 20.56180444666871, -100.48490575342248 20.553481179900945, -100.49676971210772 20.554102922185535, -100.5047349689928 20.554564462970685, -100.50539110809456 20.553633720239684, -100.50507066539687 20.552674371584487, -100.50490281077688 20.550721341596635, -100.50575730270594 20.54269751327229, -100.50635239503015 20.536703006992017, -100.50658127714517 20.534601210437582, -100.50672478958673 20.53180590946392, -100.5067567489879 20.53118340643416, -100.50698563047985 20.52879933630631, -100.50735947089674 20.52540060562962, -100.50769516730176 20.523508606935934, -100.50772568142133 20.52164712495689, -100.50771805127066 20.521176032609283, -100.50466622798827 20.520882320796762, -100.50046234312946 20.520796502815827, -100.5003936653756 20.515286440126815, -100.50033262307852 20.51264870576887, -100.50120239080695 20.51216044628034, -100.50409398875139 20.510575511085836, -100.50495612758064 20.510182614686165, -100.50611581780183 20.50935867740557, -100.50690166168485 20.508849438818856, -100.50712291801533 20.508656805769476, -100.50771802279834 20.508292518636186, -100.50798505616568 20.507956840888312, -100.50850386515395 20.507499098201745, -100.50799268350524 20.50715579340205, -100.50721446891667 20.506934553571078, -100.50575722301744 20.506656096688374, -100.50517737731614 20.506596972972062, -100.50458227180424 20.506631304988797, -100.50294954671638 20.506450118891394, -100.50165252251539 20.506404347266933, -100.501095563775 20.506179291363694, -100.5000960916487 20.506011455610057, -100.49956965245552 20.5059733110531, -100.49892114043486 20.505986663010273, -100.49784537318753 20.506030531915982, -100.49717397309155 20.506112545617846, -100.49676960588533 20.50604960681835, -100.49628894388916 20.505940894001405, -100.49660175341475 20.50506355564009, -100.49737996640653 20.504153792887188, -100.49803610698326 20.503482438054963, -100.49857780378264 20.502835876551266, -100.49906609379309 20.502448702996514, -100.49979089959827 20.50121089260647, -100.50005030232214 20.50058721919057, -100.4997374875899 20.499105281948072, -100.49920341468096 20.49738684573108, -100.49819630768624 20.49460797514072, -100.49799030708616 20.49326526756634, -100.49768512141047 20.491758536317487, -100.49750963794082 20.490322372985858, -100.492527538594 20.490053459851417, -100.49251990380914 20.487886816906368, -100.49264197280242 20.486095902987053, -100.49255804280877 20.483692760793893, -100.4925275203117 20.4817588034758, -100.49247410973541 20.480299752387655, -100.49203922195927 20.478768227410256, -100.49153566791482 20.477332063840542, -100.49045226623065 20.47495562589597, -100.48990293675827 20.474392986300558, -100.48935360844153 20.473946689038325, -100.48867457638126 20.473548074463725, -100.48859827845835 20.47248764023413, -100.48884242210575 20.471472979544338, -100.48868982896055 20.470578476702563, -100.48868219658475 20.469094631540056, -100.48897974565736 20.467608878414097, -100.4893230737084 20.46645308120189, -100.48967402929762 20.464992121978007, -100.48991817226975 20.463670393728208, -100.490017354184 20.462398253767738, -100.49003261039715 20.46107843243917, -100.48988001657757 20.459876861140913, -100.48970453415261 20.45891179018876, -100.48932305395338 20.457475627309655, -100.48921623836826 20.456674580090063, -100.4893154189187 20.45519073474158, -100.489582450379 20.45398725616103, -100.48970452114224 20.452997389732566, -100.48975792596553 20.45184349957578, -100.48965110706358 20.449533813214007, -100.48961295265553 20.446730147766672, -100.48952766623127 20.445036792537614, -100.50793135593717 20.42893607298021, -100.53882635345562 20.408483137339406, -100.56447160844193 20.377487815643473, -100.65180436709653 20.350870560314693, -100.65580244266874 20.40040521749925, -100.73741077227747 20.372142448386985, -100.87765889117928 20.409454720628517, -100.96924157955704 20.337767561589846, -101.09554319345301 20.35268437353674, -101.07084549068358 20.465678012249136, -101.05285497241549 20.751113310472654, -101.01147006161902 20.77164649291137, -101.03629048555239 20.80093802713041, -101.00538966333914 20.830951682224516, -100.91569135833555 20.84723304652644, -100.89495169433805 20.8731559482751, -100.85962693985445 20.84068428546045, -100.78895806695589 20.849876958776253, -100.74194587359848 20.82375366556254, -100.7195585184736 20.83179703787433))"
